id,games_id,player_id,points,def_rebounds,off_rebounds,steals,blocks,assists,fg3a,fg3m,fgm,fga,fta,ftm,turnovers,mins,fouls,created_at,updated_at,plus_minus,team_id
3014,141,357,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-6,26
3015,141,351,24,4,1,1,0,3,4,3,9,13,3,3,2,16,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,21,26
3016,141,263,8,9,0,2,0,2,4,1,3,10,1,1,4,38,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-13,12
3017,141,262,17,5,0,0,0,1,5,2,4,9,9,7,0,14,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,1,12
3018,141,249,12,7,0,0,0,3,8,2,5,14,0,0,1,31,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,3,12
3019,141,256,29,2,2,0,1,3,7,2,10,22,7,7,0,34,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,6,12
3020,141,252,14,3,1,2,0,9,7,4,5,9,0,0,2,26,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-8,12
3021,141,302,5,3,1,1,0,0,1,1,1,2,2,2,3,20,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-11,12
3022,141,251,4,1,0,1,0,5,2,0,1,8,2,2,0,18,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,0,12
3023,141,259,9,1,3,0,0,3,3,1,4,6,0,0,3,23,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,0,12
3024,141,258,11,6,1,0,1,0,2,0,5,9,1,1,1,16,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-6,12
3025,141,569,0,3,0,0,0,3,2,0,0,2,0,0,0,10,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,14,12
3026,141,257,0,0,0,1,0,0,2,0,0,2,0,0,1,4,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-11,12
3027,142,426,23,4,0,0,1,3,8,3,8,13,5,4,0,34,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,5,22
3028,142,419,25,8,0,0,0,7,6,2,8,18,9,7,2,37,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,11,22
3029,142,424,11,8,3,0,1,4,3,1,4,7,6,2,0,35,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,7,22
3030,142,420,35,5,1,1,0,6,3,2,12,19,10,9,0,35,5,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,3,22
3031,142,433,12,2,0,3,0,4,5,1,4,9,3,3,2,31,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,3,22
3032,142,427,8,3,1,0,1,1,3,2,3,5,0,0,1,21,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,8,22
3033,142,435,1,3,2,1,0,1,0,0,0,3,2,1,1,12,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-1,22
3034,142,193,9,0,0,1,1,2,5,1,3,7,2,2,0,20,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-1,22
3035,142,430,4,1,1,0,0,1,2,0,2,4,0,0,0,11,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-5,22
3036,142,217,13,3,1,1,0,2,5,2,5,8,2,1,0,30,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-1,6
3037,142,227,0,5,0,0,1,0,1,0,0,2,0,0,1,19,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-10,6
3038,142,219,18,8,5,0,2,4,2,0,8,13,7,2,0,31,5,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-5,6
3039,142,218,25,3,2,1,0,5,13,4,9,24,3,3,3,36,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,0,6
3040,142,306,30,5,0,0,0,8,9,5,11,16,5,3,4,36,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-7,6
3041,142,226,4,1,0,0,0,2,1,0,1,4,2,2,1,17,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-4,6
3042,142,354,20,3,1,1,1,1,8,5,6,9,4,3,0,31,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,1,6
3043,142,364,0,0,0,0,0,2,1,0,0,5,0,0,0,17,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-5,6
3044,142,213,12,2,3,0,1,0,4,1,4,8,3,3,0,18,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,1,6
3045,143,509,9,2,2,0,1,4,6,1,4,15,0,0,1,27,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,5,19
3046,143,524,19,6,0,1,0,4,0,0,7,12,8,5,2,31,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,20,19
3047,143,513,16,2,0,1,0,1,6,4,6,9,0,0,1,35,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,21,19
3048,143,519,28,7,0,3,0,3,8,5,8,12,8,7,3,33,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,18,19
3049,143,520,27,5,0,2,0,6,6,2,12,20,2,1,4,31,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,23,19
3050,143,514,3,2,2,0,0,2,0,0,1,3,2,1,0,13,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,1,19
3051,143,523,3,5,0,1,2,3,1,1,1,3,0,0,3,14,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-9,19
3052,143,511,7,2,0,1,0,2,2,1,2,7,2,2,0,16,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-12,19
3053,143,518,6,5,5,0,2,2,0,0,3,6,0,0,1,19,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,8,19
3054,143,516,4,2,1,1,0,0,0,0,1,1,2,2,0,13,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-8,19
3055,143,521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-6,19
3056,143,512,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-6,19
3057,143,93,22,4,2,4,0,5,7,2,8,19,4,4,4,38,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-25,28
3058,143,88,9,5,1,3,1,4,6,1,4,14,0,0,2,35,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-3,28
3059,143,99,8,2,3,0,3,0,0,0,4,7,0,0,0,29,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-8,28
3060,143,89,16,5,2,1,0,1,6,1,5,13,8,5,2,28,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-9,28
3061,143,100,25,4,2,2,0,3,7,3,8,14,6,6,1,34,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-27,28
3062,143,95,8,5,0,0,1,1,6,2,2,6,2,2,1,21,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-12,28
3063,143,103,0,0,1,1,0,1,3,0,0,3,0,0,0,10,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-6,28
3064,143,101,9,1,0,0,0,3,4,2,3,7,1,1,0,20,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,7,28
3065,143,91,7,1,0,1,0,0,3,1,3,6,0,0,1,7,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,8,28
3066,143,288,0,1,3,0,0,2,0,0,0,3,2,0,0,3,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,2,28
3067,143,90,3,1,0,0,0,0,1,1,1,1,0,0,0,10,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,12,28
3068,143,96,4,0,0,1,0,0,1,1,1,1,2,1,0,1,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,6,28
3078,145,188,29,1,4,1,0,5,11,6,9,19,6,5,4,29,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-8,29
3079,145,191,10,2,0,0,1,5,1,1,4,5,2,1,1,37,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-14,29
3080,145,178,15,5,2,0,1,5,2,1,5,8,6,4,1,27,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-10,29
3081,145,175,21,3,1,1,0,2,10,5,8,16,0,0,1,35,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,3,29
3082,145,179,14,2,0,1,0,5,2,1,6,10,1,1,1,20,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,8,29
3083,145,190,2,0,1,1,0,1,0,0,1,3,0,0,2,14,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,5,29
3084,145,183,6,5,1,1,0,2,3,2,2,4,0,0,1,9,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,13,29
3085,145,177,9,2,0,0,0,5,3,1,4,11,0,0,1,19,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-20,29
3086,145,180,5,0,0,1,1,0,4,1,1,6,2,2,2,19,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-31,29
3087,145,570,6,4,5,1,1,0,0,0,2,5,2,2,1,25,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-31,29
3088,145,54,5,5,0,0,2,2,5,1,2,9,0,0,0,27,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-13,20
3089,145,53,22,1,1,2,1,1,5,3,7,10,5,5,1,30,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,11,20
3090,145,67,21,7,0,0,0,7,6,3,8,13,2,2,2,30,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,20,20
3091,145,66,7,3,0,1,0,4,2,1,3,5,0,0,0,30,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,21,20
3092,145,55,28,3,1,3,0,8,7,4,7,16,11,10,3,32,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-3,20
3093,145,56,27,0,5,0,0,3,5,3,10,15,4,4,1,26,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,19,20
3094,145,65,6,8,5,1,0,3,0,0,3,4,0,0,0,22,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,16,20
3095,145,58,10,0,1,0,0,1,6,2,4,12,0,0,0,15,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-12,20
3096,145,508,4,1,1,2,0,7,1,0,2,3,0,0,2,15,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,28,20
3097,145,62,0,1,0,0,0,1,1,0,0,1,0,0,0,2,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-2,20
3098,145,538,4,0,1,1,0,0,0,0,2,2,0,0,0,2,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-2,20
3099,145,57,0,1,0,0,0,0,2,0,0,2,0,0,0,2,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,0,20
3100,145,64,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,2,20
3101,146,110,17,2,0,2,2,4,5,3,6,9,2,2,0,24,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,23,8
3102,146,107,0,3,1,0,1,1,2,0,0,3,0,0,0,22,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,17,8
3103,146,111,16,8,4,5,1,13,2,0,6,12,5,4,5,30,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,27,8
3104,146,105,19,4,0,1,0,3,4,3,8,10,0,0,0,26,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,20,8
3105,146,114,30,2,0,1,0,4,4,3,11,21,6,5,1,31,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,25,8
3106,146,108,14,3,0,0,0,1,6,4,5,9,0,0,1,21,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,15,8
3107,146,113,0,3,0,2,0,2,0,0,0,2,0,0,0,19,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,17,8
3108,146,106,7,1,0,0,0,2,2,1,2,5,4,2,1,19,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,17,8
3109,146,119,12,3,2,0,0,3,0,0,6,6,0,0,0,11,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,7,8
3110,146,117,6,1,0,0,0,0,2,2,2,3,0,0,0,7,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,3,8
3111,146,429,2,0,0,0,0,2,1,0,1,2,1,0,0,7,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,3,8
3112,146,115,1,1,0,1,0,0,1,0,0,2,2,1,1,5,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,2,8
3113,146,564,2,3,1,0,0,1,1,0,0,1,2,2,0,5,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,2,8
3114,146,116,3,0,0,0,0,0,2,1,1,2,0,0,0,5,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,2,8
3115,146,484,11,6,1,1,0,2,2,1,5,10,0,0,1,27,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-12,11
3116,146,475,11,4,0,0,0,5,2,0,5,8,1,1,3,26,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-18,11
3117,146,482,10,1,1,0,3,3,1,0,5,8,4,0,2,24,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-17,11
3118,146,476,8,6,2,1,0,2,4,0,4,9,0,0,1,21,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-17,11
3119,146,486,16,4,1,1,0,4,1,0,8,14,1,0,2,30,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-17,11
3120,146,481,12,1,3,1,1,3,5,2,5,11,2,0,0,23,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-22,11
3121,146,472,9,1,6,1,1,0,0,0,4,7,2,1,2,23,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-19,11
3122,146,483,9,2,0,2,1,2,9,1,4,12,0,0,3,27,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-26,11
3123,146,479,2,0,1,0,0,3,4,0,1,10,0,0,1,16,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-17,11
3124,146,473,5,2,1,0,0,1,2,0,1,5,4,3,0,12,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-12,11
3125,146,478,0,1,0,0,0,0,3,0,0,3,0,0,0,7,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-3,11
3126,147,353,39,4,0,2,1,6,1,0,17,22,5,5,4,40,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,3,26
3127,147,349,14,4,4,1,1,2,1,0,6,11,2,2,1,29,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-22,26
3128,147,361,4,6,0,0,3,2,0,0,1,3,2,2,3,24,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-18,26
3129,147,352,18,2,2,2,1,8,6,2,7,16,3,2,1,40,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-4,26
3130,147,558,11,1,1,0,0,4,3,1,5,9,0,0,2,30,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-18,26
3131,147,357,6,1,0,0,0,0,7,2,2,7,0,0,0,28,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,7,26
3132,147,360,13,4,0,1,0,0,7,3,5,11,0,0,1,30,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,3,26
3133,147,355,4,5,1,0,0,2,0,0,2,4,2,0,1,14,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,9,26
3134,147,392,24,6,1,0,0,3,8,5,7,13,5,5,1,34,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,15,4
3135,147,385,26,1,1,1,0,5,4,3,11,15,1,1,2,31,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,14,4
3136,147,387,2,4,6,1,0,2,0,0,1,3,0,0,0,33,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,15,4
3137,147,395,20,3,0,2,0,5,5,2,7,15,4,4,3,32,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,12,4
3138,147,384,30,4,2,1,0,5,13,6,10,22,4,4,3,30,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,16,4
3139,147,388,0,1,0,2,0,1,1,0,0,1,0,0,1,10,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-12,4
3140,147,209,9,2,0,0,1,1,4,2,3,9,1,1,3,19,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-4,4
3141,147,49,2,3,3,0,0,3,0,0,1,3,0,0,0,14,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-7,4
3142,147,390,4,3,0,1,0,4,4,1,1,7,2,1,1,24,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-10,4
3143,147,386,0,1,0,0,0,0,1,0,0,2,0,0,0,8,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,1,4
3155,149,241,19,2,0,1,0,4,7,5,7,10,0,0,1,24,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,18,9
3156,149,231,15,4,1,1,0,2,3,2,6,11,1,1,1,21,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,18,9
3157,149,229,14,7,3,0,1,2,0,0,6,7,3,2,0,14,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,21,9
3158,149,242,6,0,0,0,0,3,4,1,2,9,1,1,1,22,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,23,9
3159,149,228,8,5,0,2,1,13,2,0,3,6,2,2,4,28,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,27,9
3160,149,244,13,5,0,0,2,4,0,0,5,5,3,3,2,20,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,9,9
3161,149,232,15,2,1,1,0,0,3,0,4,7,7,7,4,25,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-7,9
3162,149,199,12,2,2,2,0,4,7,2,4,13,2,2,0,26,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,7,9
3163,149,234,6,2,0,0,1,3,1,0,3,5,0,0,3,19,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-5,9
3164,149,230,17,1,1,3,0,1,6,4,5,8,3,3,0,19,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,20,9
3165,149,240,6,0,2,0,2,1,0,0,3,5,0,0,1,12,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-8,9
3166,149,237,0,0,0,0,0,0,2,0,0,3,0,0,0,4,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-13,9
3167,149,86,4,2,0,1,1,1,1,0,2,5,0,0,1,19,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-20,23
3168,149,76,12,6,3,4,0,5,2,0,5,11,4,2,1,29,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-5,23
3169,149,70,11,3,1,2,1,0,3,1,5,10,0,0,1,26,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-16,23
3170,149,75,10,3,2,0,2,0,5,0,3,14,4,4,3,29,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-19,23
3171,149,80,14,1,2,1,1,5,8,1,5,14,6,3,3,32,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-28,23
3172,149,207,8,3,0,0,2,2,1,0,3,6,3,2,1,22,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,1,23
3173,149,555,15,1,0,0,0,2,6,2,5,10,4,3,2,18,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-9,23
3174,149,85,16,0,1,0,0,2,2,2,6,6,2,2,2,18,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-5,23
3175,149,81,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-10,23
3176,149,71,17,5,1,0,1,2,7,2,7,13,1,1,1,30,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-1,23
3177,149,26,2,0,1,2,0,1,0,0,1,1,0,0,0,8,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,2,23
3178,150,302,7,1,1,0,0,2,6,1,3,9,0,0,2,17,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-20,12
3179,150,263,12,6,0,1,0,2,2,1,3,6,6,5,0,25,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-14,12
3180,150,314,8,5,1,0,0,2,0,0,4,6,0,0,0,16,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-3,12
3181,150,261,11,1,1,1,0,2,7,2,4,11,1,1,2,38,5,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-3,12
3182,150,255,23,0,0,1,0,2,2,2,6,7,10,9,0,17,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,0,12
3183,150,569,10,4,4,2,1,5,5,1,3,9,4,3,3,31,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,6,12
3184,150,257,6,3,0,1,0,1,6,2,2,6,0,0,1,23,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-17,12
3185,150,252,3,1,0,1,0,6,4,1,1,8,0,0,5,25,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-11,12
3186,150,249,10,1,1,0,3,0,4,0,5,11,0,0,1,14,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-8,12
3187,150,259,10,2,0,0,0,1,3,2,4,5,0,0,1,13,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,0,12
3188,150,258,8,0,4,0,0,1,1,0,2,4,4,4,1,16,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-5,12
3189,150,341,36,3,0,4,0,4,9,3,14,23,7,5,5,34,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,16,24
3190,150,346,15,3,0,0,0,1,8,5,5,8,0,0,0,27,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,0,24
3191,150,343,6,4,1,0,3,4,0,0,2,4,4,2,0,25,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,9,24
3192,150,333,43,6,1,1,1,5,7,4,14,31,11,11,2,34,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,0,24
3193,150,339,4,5,2,1,0,5,2,0,2,6,0,0,2,28,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,14,24
3194,150,337,5,1,1,1,0,1,1,1,2,2,0,0,0,16,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-8,24
3195,150,338,2,2,3,0,2,1,1,0,1,4,0,0,1,23,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,16,24
3196,150,345,4,1,2,0,0,0,0,0,2,2,0,0,1,13,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,1,24
3197,150,340,6,3,1,1,1,0,2,0,3,5,0,0,1,17,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,13,24
3198,150,268,2,0,1,1,0,0,0,0,1,1,0,0,0,12,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,15,24
3199,150,334,0,0,0,0,0,0,2,0,0,2,0,0,0,4,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-3,24
3200,150,344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,2,24
3201,151,308,45,4,1,2,0,5,9,6,15,20,10,9,1,31,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,41,13
3202,151,307,12,3,1,4,1,1,1,0,4,6,4,4,1,28,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,19,13
3203,151,309,3,3,0,0,1,0,2,1,1,2,0,0,1,24,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,17,13
3204,151,305,5,2,0,4,0,6,1,1,2,3,0,0,0,23,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,17,13
3205,151,214,21,1,0,2,0,6,9,5,8,13,0,0,3,23,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,5,13
3206,151,253,22,1,1,1,0,3,4,2,5,10,12,10,2,25,5,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,17,13
3207,151,310,14,1,2,1,0,7,4,0,6,13,4,2,1,29,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,10,13
3208,151,250,9,6,0,1,2,3,0,0,2,3,6,5,1,17,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,14,13
3209,151,299,6,0,0,0,0,0,2,2,2,2,0,0,0,11,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,9,13
3210,151,303,2,0,2,0,0,1,1,0,1,2,0,0,0,6,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-6,13
3211,151,568,6,0,0,1,0,1,0,0,3,3,0,0,0,6,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-6,13
3212,151,571,6,1,0,0,0,3,4,2,2,4,0,0,0,6,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-6,13
3213,151,312,2,0,0,0,0,0,0,0,1,1,0,0,0,6,0,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-6,13
3214,151,132,11,2,0,0,0,3,1,1,5,6,0,0,3,31,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-40,18
3215,151,134,11,2,4,1,0,4,1,0,3,10,6,5,4,27,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-12,18
3216,151,128,9,5,0,0,0,4,0,0,3,4,3,3,1,26,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-38,18
3217,151,126,36,2,0,1,0,5,8,3,11,17,12,11,5,34,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-25,18
3218,151,124,6,3,1,1,0,2,2,1,2,5,2,1,3,24,2,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-12,18
3219,151,135,18,2,1,0,0,0,3,1,8,15,1,1,1,25,3,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-11,18
3220,151,129,10,0,0,1,0,4,4,2,4,6,0,0,2,15,4,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-5,18
3221,151,174,5,1,0,1,0,3,0,0,1,1,4,3,1,17,5,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-2,18
3222,151,136,4,1,0,0,0,3,2,0,2,4,0,0,0,12,1,2026-05-01 22:52:59.386229,2026-05-01 22:52:59.386229,-4,18
